subject ROI    y     x
HMN052 LaMTS/aMTG 0.1821 18.76
HMN053 LaMTS/aMTG 0.0028 11.88
HMN055 LaMTS/aMTG 0.1702 15.69
HMN056 LaMTS/aMTG 0.2865 19.95
HMN057 LaMTS/aMTG 0.2273 17.45
HMN058 LaMTS/aMTG -0.0568 18.6
HMN060 LaMTS/aMTG 0.2681 19.33
HMN062 LaMTS/aMTG 0.0943 14.67
HMN065 LaMTS/aMTG 0.7367 18.21
HMN068 LaMTS/aMTG 0.3463 18.71
HMN069 LaMTS/aMTG 0.4267 18.45
HMN072 LaMTS/aMTG 0.1348 14.88
HMN073 LaMTS/aMTG 0.627 14.95
HMN074 LaMTS/aMTG 0.4379 18.67
HMN075 LaMTS/aMTG 0.6173 18.88
HMN077 LaMTS/aMTG 0.3656 17.52
HMN079 LaMTS/aMTG 0.0309 15.54
HMN080_W2 LaMTS/aMTG 0.0729 15.1
HMN081 LaMTS/aMTG -0.1208 13.5
HMN082 LaMTS/aMTG 0.2091 9.8
HMN083_W2 LaMTS/aMTG 0.0955 15.07
HMN085 LaMTS/aMTG -0.0125 13.6
HMN086 LaMTS/aMTG 0.0963 16.05
HMN087 LaMTS/aMTG 0.225 19
HMN088 LaMTS/aMTG 0.0453 14.07
HMN090 LaMTS/aMTG 0.0068 19.29
HMN092 LaMTS/aMTG 0.1522 12.86
HMN095 LaMTS/aMTG 0.084 16.85
HMN096 LaMTS/aMTG 0.2986 17.69
HMN099 LaMTS/aMTG 0.1643 17.05
HMN101 LaMTS/aMTG 0.0201 14.64
HMN102 LaMTS/aMTG 0.3926 12.37
HMN103 LaMTS/aMTG 0.1979 15.93
HMN104 LaMTS/aMTG 0.4001 18.43
HMN105 LaMTS/aMTG 0.2672 16.71
HMN108 LaMTS/aMTG 0.3012 18.05
HMN109 LaMTS/aMTG 0.5052 13.95
HMN110 LaMTS/aMTG 0.0047 15.67
HMN111 LaMTS/aMTG -0.2154 13.93
HMN113 LaMTS/aMTG 0.371 18.98
HMN114 LaMTS/aMTG 4e-04 18.68
HMN115 LaMTS/aMTG 0.3139 17.33
HMN116 LaMTS/aMTG 0.1276 15.93
HMN117 LaMTS/aMTG -0.0776 18.86
HMN118 LaMTS/aMTG 0.1767 14.6
HMN119 LaMTS/aMTG -0.0066 15.48
HMN120 LaMTS/aMTG 0.3912 14.95
HMN121 LaMTS/aMTG 0.2261 17.86
HMN122 LaMTS/aMTG 0.1408 19
HMN123 LaMTS/aMTG -0.0149 16.32
HMN124 LaMTS/aMTG 0.2687 18
HMN125_W2 LaMTS/aMTG -0.0735 18.26
HMN126 LaMTS/aMTG 0.2813 12.98
HMN127 LaMTS/aMTG 0.0594 16.74
HMN129_W2 LaMTS/aMTG -0.2246 14.29
HMN130 LaMTS/aMTG 0.2682 14.8
HMN134 LaMTS/aMTG 0.2216 13.07
HMN136 LaMTS/aMTG 0.2588 16.07
HMN138 LaMTS/aMTG 0.3862 17.39
HMN140 LaMTS/aMTG 0.3812 14.1
HMN143 LaMTS/aMTG -0.0443 18.68
HMN144 LaMTS/aMTG -0.1867 16.24
HMN161_W2 LaMTS/aMTG 0.5176 16.14
HMN167 LaMTS/aMTG 0.2537 16.12
HMN169 LaMTS/aMTG 0.3106 16.55
HMN172 LaMTS/aMTG 0.2264 16.24
HMN174 LaMTS/aMTG 0.108 18
HMN175 LaMTS/aMTG 0.275 19.79
HMN178 LaMTS/aMTG 0.0125 16.95
HMN180 LaMTS/aMTG 0.397 16.86
HMN182 LaMTS/aMTG 0.1293 17.95
HMN183 LaMTS/aMTG 0.4158 18.6
HMN184 LaMTS/aMTG 0.364 17.12
HMN186 LaMTS/aMTG 0.0173 17.07
HMN187 LaMTS/aMTG -0.059 19.6
HMN188 LaMTS/aMTG 0.7691 18.1
HMN189 LaMTS/aMTG 0.4358 16.74
HMN190 LaMTS/aMTG 0.2514 17.33
HMN191 LaMTS/aMTG 0.0649 17.98
HMN193 LaMTS/aMTG -0.0454 11.4
HMN194 LaMTS/aMTG 0.152 18.93
HMN196 LaMTS/aMTG 0.4159 19.31
HMN197 LaMTS/aMTG 0.0546 18
HMN199 LaMTS/aMTG 0.327 15.26
HMN201 LaMTS/aMTG 0.6744 17.21
HMN001 LAmy/Hippo 0.1201 17.76
HMN002 LAmy/Hippo 0.221 17.05
HMN003 LAmy/Hippo -0.0821 15.81
HMN004 LAmy/Hippo 0.2703 15.19
HMN005 LAmy/Hippo -0.0414 17.31
HMN006 LAmy/Hippo 0.0548 19.9
HMN007 LAmy/Hippo -0.1462 16.76
HMN008 LAmy/Hippo -0.0378 19.48
HMN011 LAmy/Hippo -0.067 16.88
HMN012 LAmy/Hippo -0.0238 19.29
HMN013 LAmy/Hippo 0.2599 19.62
HMN014 LAmy/Hippo 0.2996 17.48
HMN018 LAmy/Hippo 0.237 17.95
HMN019 LAmy/Hippo 0.0919 19.07
HMN020 LAmy/Hippo 0.251 17.33
HMN021 LAmy/Hippo 0.4826 18.19
HMN023 LAmy/Hippo 0.0622 19.57
HMN024 LAmy/Hippo 0.1017 18.75
HMN025 LAmy/Hippo 0.2172 18.95
HMN026 LAmy/Hippo 0.1132 18.14
HMN027 LAmy/Hippo -0.1384 18.98
HMN028 LAmy/Hippo 0.1934 17.88
HMN029 LAmy/Hippo 0.2841 19.71
HMN030 LAmy/Hippo 0.0696 15.93
HMN031 LAmy/Hippo 0.1687 15.76
HMN032 LAmy/Hippo 0.149 18.29
HMN033 LAmy/Hippo -0.1695 11.24
HMN035 LAmy/Hippo 0.1972 17.76
HMN037 LAmy/Hippo 0.2736 17.41
HMN038 LAmy/Hippo 0.0036 17.81
HMN039 LAmy/Hippo -0.0079 17.12
HMN040 LAmy/Hippo -0.1653 13.02
HMN041 LAmy/Hippo 0.0166 16.83
HMN042 LAmy/Hippo 0.0583 16.69
HMN043 LAmy/Hippo 0.2052 16.48
HMN045 LAmy/Hippo -0.0933 19.46
HMN048 LAmy/Hippo 0.1682 15.86
HMN049 LAmy/Hippo 0.1062 16.76
HMN050_2 LAmy/Hippo 0.1283 19.05
HMN052 LAmy/Hippo -0.0615 18.76
HMN053 LAmy/Hippo 0.03 11.88
HMN055 LAmy/Hippo 0.1919 15.69
HMN056 LAmy/Hippo 0.0826 19.95
HMN057 LAmy/Hippo 0.154 17.45
HMN058 LAmy/Hippo 0.1598 18.6
HMN060 LAmy/Hippo 0.0334 19.33
HMN062 LAmy/Hippo 0.0785 14.67
HMN065 LAmy/Hippo 0.0943 18.21
HMN068 LAmy/Hippo -0.0232 18.71
HMN069 LAmy/Hippo 0.0295 18.45
HMN072 LAmy/Hippo 0.1418 14.88
HMN073 LAmy/Hippo 0.1454 14.95
HMN074 LAmy/Hippo 0.0414 18.67
HMN075 LAmy/Hippo 0.1147 18.88
HMN077 LAmy/Hippo 0.0867 17.52
HMN079 LAmy/Hippo 0.2491 15.54
HMN080_W2 LAmy/Hippo 0.2347 15.1
HMN081 LAmy/Hippo -0.0597 13.5
HMN082 LAmy/Hippo 0.1682 9.8
HMN083_W2 LAmy/Hippo 0.1923 15.07
HMN085 LAmy/Hippo 0.1366 13.6
HMN086 LAmy/Hippo 0.2875 16.05
HMN087 LAmy/Hippo 0.1422 19
HMN088 LAmy/Hippo 0.092 14.07
HMN090 LAmy/Hippo -0.0283 19.29
HMN092 LAmy/Hippo 0.0208 12.86
HMN095 LAmy/Hippo 0.0123 16.85
HMN096 LAmy/Hippo 0.1554 17.69
HMN099 LAmy/Hippo 0.0404 17.05
HMN101 LAmy/Hippo 0.1016 14.64
HMN102 LAmy/Hippo 0.2972 12.37
HMN103 LAmy/Hippo 0.0021 15.93
HMN104 LAmy/Hippo -0.016 18.43
HMN105 LAmy/Hippo 0.0152 16.71
HMN108 LAmy/Hippo 0.1122 18.05
HMN109 LAmy/Hippo 0.4212 13.95
HMN110 LAmy/Hippo -0.0705 15.67
HMN111 LAmy/Hippo -0.0254 13.93
HMN113 LAmy/Hippo -0.024 18.98
HMN114 LAmy/Hippo 0.1077 18.68
HMN115 LAmy/Hippo 0.2914 17.33
HMN116 LAmy/Hippo -0.0839 15.93
HMN117 LAmy/Hippo -0.181 18.86
HMN118 LAmy/Hippo 0.0187 14.6
HMN119 LAmy/Hippo 0.164 15.48
HMN120 LAmy/Hippo 0.2899 14.95
HMN121 LAmy/Hippo 0.1709 17.86
HMN122 LAmy/Hippo 0.1121 19
HMN123 LAmy/Hippo -0.2705 16.32
HMN124 LAmy/Hippo 0.1433 18
HMN125_W2 LAmy/Hippo 0.0359 18.26
HMN126 LAmy/Hippo 0.0235 12.98
HMN127 LAmy/Hippo 0.1497 16.74
HMN129_W2 LAmy/Hippo 0.0759 14.29
HMN130 LAmy/Hippo 0.2858 14.8
HMN134 LAmy/Hippo 0.0811 13.07
HMN136 LAmy/Hippo 0.1128 16.07
HMN138 LAmy/Hippo 0.2462 17.39
HMN140 LAmy/Hippo 0.2409 14.1
HMN143 LAmy/Hippo 0.0648 18.68
HMN144 LAmy/Hippo 0.0779 16.24
HMN161_W2 LAmy/Hippo 0.3372 16.14
HMN167 LAmy/Hippo 0.3089 16.12
HMN169 LAmy/Hippo -0.0282 16.55
HMN172 LAmy/Hippo 0.4938 16.24
HMN174 LAmy/Hippo 0.2485 18
HMN175 LAmy/Hippo 0.0476 19.79
HMN178 LAmy/Hippo 0.1432 16.95
HMN180 LAmy/Hippo 0.0074 16.86
HMN182 LAmy/Hippo 0.1035 17.95
HMN183 LAmy/Hippo 0.0469 18.6
HMN184 LAmy/Hippo 0.2091 17.12
HMN186 LAmy/Hippo -0.0554 17.07
HMN187 LAmy/Hippo 0.0274 19.6
HMN188 LAmy/Hippo 0.3161 18.1
HMN189 LAmy/Hippo -0.0312 16.74
HMN190 LAmy/Hippo 0.1069 17.33
HMN191 LAmy/Hippo -0.1213 17.98
HMN193 LAmy/Hippo 0.1869 11.4
HMN194 LAmy/Hippo -0.0518 18.93
HMN196 LAmy/Hippo 0.0655 19.31
HMN197 LAmy/Hippo 0.0979 18
HMN199 LAmy/Hippo -0.0232 15.26
HMN201 LAmy/Hippo 0.0876 17.21
HMN001 RAmy/Hippo 0.0196 17.76
HMN002 RAmy/Hippo 0.181 17.05
HMN003 RAmy/Hippo -0.0898 15.81
HMN004 RAmy/Hippo 0.1838 15.19
HMN005 RAmy/Hippo 0.0648 17.31
HMN006 RAmy/Hippo 0.263 19.9
HMN007 RAmy/Hippo -0.1477 16.76
HMN008 RAmy/Hippo -0.062 19.48
HMN011 RAmy/Hippo 0.0922 16.88
HMN012 RAmy/Hippo 0.0469 19.29
HMN013 RAmy/Hippo 0.2979 19.62
HMN014 RAmy/Hippo 0.3282 17.48
HMN018 RAmy/Hippo 0.208 17.95
HMN019 RAmy/Hippo 0.1341 19.07
HMN020 RAmy/Hippo 0.289 17.33
HMN021 RAmy/Hippo 0.2031 18.19
HMN023 RAmy/Hippo -0.0266 19.57
HMN024 RAmy/Hippo 0.0964 18.75
HMN025 RAmy/Hippo 0.2153 18.95
HMN026 RAmy/Hippo 0.1187 18.14
HMN027 RAmy/Hippo -0.0682 18.98
HMN028 RAmy/Hippo 0.2319 17.88
HMN029 RAmy/Hippo 0.2033 19.71
HMN030 RAmy/Hippo 0.2608 15.93
HMN031 RAmy/Hippo 0.0902 15.76
HMN032 RAmy/Hippo 0.2548 18.29
HMN033 RAmy/Hippo -0.0331 11.24
HMN035 RAmy/Hippo 0.2619 17.76
HMN037 RAmy/Hippo 0.2083 17.41
HMN038 RAmy/Hippo 0.0088 17.81
HMN039 RAmy/Hippo 0.0013 17.12
HMN040 RAmy/Hippo -0.0242 13.02
HMN041 RAmy/Hippo 0.0436 16.83
HMN042 RAmy/Hippo 0.1765 16.69
HMN043 RAmy/Hippo 0.065 16.48
HMN045 RAmy/Hippo -0.0416 19.46
HMN048 RAmy/Hippo 0.0678 15.86
HMN049 RAmy/Hippo 0.12 16.76
HMN050_2 RAmy/Hippo 0.2263 19.05
HMN052 RAmy/Hippo -0.1457 18.76
HMN053 RAmy/Hippo 0.0066 11.88
HMN055 RAmy/Hippo 0.1626 15.69
HMN056 RAmy/Hippo 0.0869 19.95
HMN057 RAmy/Hippo 0.0909 17.45
HMN058 RAmy/Hippo 0.112 18.6
HMN060 RAmy/Hippo 0.0277 19.33
HMN062 RAmy/Hippo 0.1255 14.67
HMN065 RAmy/Hippo 0.2516 18.21
HMN068 RAmy/Hippo -0.1294 18.71
HMN069 RAmy/Hippo 0.2126 18.45
HMN072 RAmy/Hippo 0.1197 14.88
HMN073 RAmy/Hippo 0.2154 14.95
HMN074 RAmy/Hippo 0.1721 18.67
HMN075 RAmy/Hippo 0.3068 18.88
HMN077 RAmy/Hippo 0.1096 17.52
HMN079 RAmy/Hippo 0.1057 15.54
HMN080_W2 RAmy/Hippo 0.2065 15.1
HMN081 RAmy/Hippo -0.0154 13.5
HMN082 RAmy/Hippo 0.1229 9.8
HMN083_W2 RAmy/Hippo 0.2448 15.07
HMN085 RAmy/Hippo 0.0967 13.6
HMN086 RAmy/Hippo 0.2223 16.05
HMN087 RAmy/Hippo 0.173 19
HMN088 RAmy/Hippo 0.1267 14.07
HMN090 RAmy/Hippo 0.197 19.29
HMN092 RAmy/Hippo 0.0835 12.86
HMN095 RAmy/Hippo -0.0364 16.85
HMN096 RAmy/Hippo 0.1539 17.69
HMN099 RAmy/Hippo 0.0242 17.05
HMN101 RAmy/Hippo 0.0969 14.64
HMN102 RAmy/Hippo 0.3311 12.37
HMN103 RAmy/Hippo 0.0741 15.93
HMN104 RAmy/Hippo 0.1219 18.43
HMN105 RAmy/Hippo 0.0134 16.71
HMN108 RAmy/Hippo 0.0925 18.05
HMN109 RAmy/Hippo 0.4965 13.95
HMN110 RAmy/Hippo 0.0184 15.67
HMN111 RAmy/Hippo -0.0888 13.93
HMN113 RAmy/Hippo 0.1152 18.98
HMN114 RAmy/Hippo 0.1546 18.68
HMN115 RAmy/Hippo 0.1761 17.33
HMN116 RAmy/Hippo -0.0848 15.93
HMN117 RAmy/Hippo -0.167 18.86
HMN118 RAmy/Hippo 0.0854 14.6
HMN119 RAmy/Hippo 0.2081 15.48
HMN120 RAmy/Hippo 0.2403 14.95
HMN121 RAmy/Hippo 0.173 17.86
HMN122 RAmy/Hippo 0.0724 19
HMN123 RAmy/Hippo -0.2165 16.32
HMN124 RAmy/Hippo 0.0478 18
HMN125_W2 RAmy/Hippo 0.0476 18.26
HMN126 RAmy/Hippo 0.1161 12.98
HMN127 RAmy/Hippo 0.2049 16.74
HMN129_W2 RAmy/Hippo 0.0798 14.29
HMN130 RAmy/Hippo 0.1622 14.8
HMN134 RAmy/Hippo 0.2156 13.07
HMN136 RAmy/Hippo 0.2041 16.07
HMN138 RAmy/Hippo 0.3411 17.39
HMN140 RAmy/Hippo 0.221 14.1
HMN143 RAmy/Hippo 0.1463 18.68
HMN144 RAmy/Hippo 0.1179 16.24
HMN161_W2 RAmy/Hippo 0.3962 16.14
HMN167 RAmy/Hippo 0.3164 16.12
HMN169 RAmy/Hippo 0.0259 16.55
HMN172 RAmy/Hippo 0.4592 16.24
HMN174 RAmy/Hippo 0.2742 18
HMN175 RAmy/Hippo 0.1065 19.79
HMN178 RAmy/Hippo 0.1183 16.95
HMN180 RAmy/Hippo 0.1714 16.86
HMN182 RAmy/Hippo 0.2215 17.95
HMN183 RAmy/Hippo 0.1955 18.6
HMN184 RAmy/Hippo 0.2559 17.12
HMN186 RAmy/Hippo 0.1356 17.07
HMN187 RAmy/Hippo 0.0458 19.6
HMN188 RAmy/Hippo 0.2801 18.1
HMN189 RAmy/Hippo 0.1478 16.74
HMN190 RAmy/Hippo 0.0092 17.33
HMN191 RAmy/Hippo -0.0285 17.98
HMN193 RAmy/Hippo 0.1179 11.4
HMN194 RAmy/Hippo -0.1906 18.93
HMN196 RAmy/Hippo 0.0291 19.31
HMN197 RAmy/Hippo 0.0261 18
HMN199 RAmy/Hippo 0.1391 15.26
HMN201 RAmy/Hippo 0.1486 17.21
HMN001 vmPFC 0.2431 17.76
HMN002 vmPFC 0.2879 17.05
HMN003 vmPFC 0.084 15.81
HMN004 vmPFC -0.1269 15.19
HMN005 vmPFC 0.5788 17.31
HMN006 vmPFC 0.4489 19.9
HMN007 vmPFC 0.1217 16.76
HMN008 vmPFC -0.1537 19.48
HMN011 vmPFC 0.2158 16.88
HMN012 vmPFC 0.4832 19.29
HMN013 vmPFC 0.2246 19.62
HMN014 vmPFC 0.2394 17.48
HMN018 vmPFC 0.1848 17.95
HMN019 vmPFC -0.0447 19.07
HMN020 vmPFC 0.3478 17.33
HMN021 vmPFC -0.0523 18.19
HMN023 vmPFC 0.2794 19.57
HMN024 vmPFC 0.1118 18.75
HMN025 vmPFC -0.0389 18.95
HMN026 vmPFC 0.3352 18.14
HMN027 vmPFC 0.1027 18.98
HMN028 vmPFC 0.1455 17.88
HMN029 vmPFC 0.3903 19.71
HMN030 vmPFC 0.269 15.93
HMN031 vmPFC 0.2194 15.76
HMN032 vmPFC 0.056 18.29
HMN033 vmPFC 0.0623 11.24
HMN035 vmPFC 0.4238 17.76
HMN037 vmPFC -0.0337 17.41
HMN038 vmPFC 0.3943 17.81
HMN039 vmPFC -0.0446 17.12
HMN040 vmPFC -0.1121 13.02
HMN041 vmPFC 0.1497 16.83
HMN042 vmPFC -0.0237 16.69
HMN043 vmPFC 0.0295 16.48
HMN045 vmPFC -0.0598 19.46
HMN048 vmPFC -0.1483 15.86
HMN049 vmPFC 0.0305 16.76
HMN050_2 vmPFC 0.1246 19.05
HMN052 vmPFC 0.2814 18.76
HMN053 vmPFC 0.0885 11.88
HMN055 vmPFC 0.2018 15.69
HMN056 vmPFC 0.0177 19.95
HMN057 vmPFC 0.1737 17.45
HMN058 vmPFC 0.2009 18.6
HMN060 vmPFC 0.4058 19.33
HMN062 vmPFC -0.0342 14.67
HMN065 vmPFC 0.5186 18.21
HMN068 vmPFC 0.1455 18.71
HMN069 vmPFC 0.3525 18.45
HMN072 vmPFC 0.0939 14.88
HMN073 vmPFC 0.2739 14.95
HMN074 vmPFC 0.27 18.67
HMN075 vmPFC 0.2411 18.88
HMN077 vmPFC 0.1618 17.52
HMN079 vmPFC 0.0785 15.54
HMN080_W2 vmPFC 0.2637 15.1
HMN081 vmPFC -0.2549 13.5
HMN082 vmPFC 0.1187 9.8
HMN083_W2 vmPFC -0.04 15.07
HMN085 vmPFC -0.0025 13.6
HMN086 vmPFC 0.1396 16.05
HMN087 vmPFC -0.0468 19
HMN088 vmPFC 0.2461 14.07
HMN090 vmPFC -0.079 19.29
HMN092 vmPFC 0.1576 12.86
HMN095 vmPFC 0.1269 16.85
HMN096 vmPFC 0.1326 17.69
HMN099 vmPFC 0.0498 17.05
HMN101 vmPFC -0.0054 14.64
HMN102 vmPFC 0.3985 12.37
HMN103 vmPFC 0.1907 15.93
HMN104 vmPFC 0.1343 18.43
HMN105 vmPFC 0.1723 16.71
HMN108 vmPFC -0.02 18.05
HMN109 vmPFC 0.3184 13.95
HMN110 vmPFC -0.202 15.67
HMN111 vmPFC -0.2723 13.93
HMN113 vmPFC 0.122 18.98
HMN114 vmPFC -0.1076 18.68
HMN115 vmPFC 0.1396 17.33
HMN116 vmPFC 0.1648 15.93
HMN117 vmPFC -0.0389 18.86
HMN118 vmPFC 0.144 14.6
HMN119 vmPFC 0.0144 15.48
HMN120 vmPFC 0.4406 14.95
HMN121 vmPFC 0.2976 17.86
HMN122 vmPFC 0.1536 19
HMN123 vmPFC -0.1265 16.32
HMN124 vmPFC -0.0955 18
HMN125_W2 vmPFC -0.0301 18.26
HMN126 vmPFC 0.2488 12.98
HMN127 vmPFC 0.216 16.74
HMN129_W2 vmPFC 0.0966 14.29
HMN130 vmPFC 0.0705 14.8
HMN134 vmPFC 0.0555 13.07
HMN136 vmPFC 0.2765 16.07
HMN138 vmPFC 0.544 17.39
HMN140 vmPFC 0.0918 14.1
HMN143 vmPFC 0.1783 18.68
HMN144 vmPFC -0.0068 16.24
HMN161_W2 vmPFC 0.3859 16.14
HMN167 vmPFC 0.4442 16.12
HMN169 vmPFC 0.0952 16.55
HMN172 vmPFC 0.3708 16.24
HMN174 vmPFC 0.1668 18
HMN175 vmPFC 0.634 19.79
HMN178 vmPFC 0.0835 16.95
HMN180 vmPFC -0.126 16.86
HMN182 vmPFC -8e-04 17.95
HMN183 vmPFC 0.186 18.6
HMN184 vmPFC 0.4298 17.12
HMN186 vmPFC 0.1104 17.07
HMN187 vmPFC -0.0775 19.6
HMN188 vmPFC 0.6204 18.1
HMN189 vmPFC 0.2985 16.74
HMN190 vmPFC 0.0519 17.33
HMN191 vmPFC 0.0404 17.98
HMN193 vmPFC -0.0499 11.4
HMN194 vmPFC 0.173 18.93
HMN196 vmPFC 0.2926 19.31
HMN197 vmPFC 0.1925 18
HMN199 vmPFC 0.3157 15.26
HMN201 vmPFC 0.5199 17.21
